id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
ACE2,2,3,5,-3.6909070014953613,1.523666888475418,-2.1672401130199432,4.0,0.41935483870967744,0.5256410256410255,63.5,1,0.06686543574527613,2,0.0833333358168602,0.44097512496836316
ASH1,1,2,3,0.7189798951148987,-3.109340488910675,-2.3903605937957764,5.0,0.30952380952380953,0.4115384615384615,4.5,1,0.0319333321226936,2,0.0,0.11176868547819921
CIN5,3,2,5,-0.16545510292053223,0.02399866282939911,-0.14145644009113312,5.0,0.35135135135135137,0.44487179487179485,17.5,6,0.08054888973589147,2,0.15000000596046448,0.608481977949373
GCR2,2,3,5,-3.1062215883284807,-7.830662965774536,-10.936884554103017,5.0,0.37142857142857144,0.49615384615384617,66.5,1,0.10054550756215797,2,0.0,0.5622129817817432
GLN3,1,2,3,-1.771358847618103,-1.2112253904342651,-2.982584238052368,5.0,0.3611111111111111,0.45769230769230773,7.5,0,0.0663076636633534,2,0.5,0.46801141038011984
HAP4,1,2,3,3.2808730602264404,0.793239489197731,4.0741125494241714,4.0,0.40625,0.4871794871794872,37.0,1,0.03572212117725242,2,0.0,0.21924270407485882
HMO1,2,1,3,1.8506633769720793,-0.014564665034413338,1.836098711937666,6.0,0.28888888888888886,0.36666666666666675,19.5,3,0.07262052863592847,2,0.0,0.4624547113259094
MSN2,1,0,1,-1.3721647262573242,0.0,-1.3721647262573242,0.0,0.0,0.0,0.0,2,0.04523044432610625,1,0.0,0.2708095580064365
SFP1,2,2,4,-0.22638443671166897,-0.2024015188217163,-0.4287859555333853,5.0,0.35135135135135137,0.4448717948717948,14.0,3,0.05089445175800021,2,0.1666666716337204,0.331011389553058
STB5,3,2,5,-2.0690978709608316,-8.228696703910828,-10.29779457487166,6.0,0.28888888888888886,0.3987179487179488,15.0,4,0.11660358466097759,2,0.4166666567325592,1.0
SWI4,0,1,1,0.0,2.166253089904785,2.166253089904785,6.0,0.27450980392156865,0.3404761904761905,0.0,5,0.016761001541945802,3,0.0,0.0
SWI5,3,4,7,-2.1727403849363327,-0.5429964065551758,-2.7157367914915085,4.0,0.48148148148148145,0.5961538461538461,65.0,6,0.10366435444297943,2,0.1666666716337204,0.7032528014681458
YHP1,3,0,3,-5.659520387649536,0.0,-5.659520387649536,0.0,0.0,0.0,0.0,7,0.07398599172763254,0,0.0,0.4456552390721644
YOX1,3,2,5,-2.0404703617095947,-1.3549540899693966,-3.3954244516789913,5.0,0.35135135135135137,0.44487179487179485,18.5,5,0.10259462387661639,2,0.1666666716337204,0.8035073854878781
ZAP1,1,2,3,-1.5567455291748047,0.007134193554520607,-1.549611335620284,6.0,0.28888888888888886,0.39871794871794874,1.5,7,0.03572212117725242,2,0.3333333432674408,0.21924270407485882
