id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
ACE2,3,3,6,0.6940474733710289,-5.154680609703064,-4.460633136332035,3.0,0.5625,0.6481481481481483,36.166666666666664,4,0.06869995520418545,0,3,0.10000000149011612,0.4719028269702329
ASH1,1,2,3,-3.312420606613159,-2.918045401573181,-6.23046600818634,4.0,0.45454545454545453,0.5416666666666666,4.333333333333333,0,0.02693910385086351,0,4,0.1666666716337204,0.014272520650965513
CIN5,3,4,7,3.4747516280040145,-0.07845018105581403,3.3963014469482005,3.0,0.6,0.7037037037037037,39.0,6,0.17325356596928493,0,3,0.10000000149011612,0.9349294256138652
GCR2,3,1,4,-2.3458888013847172,-1.0512207746505737,-3.397109576035291,1.0,1.0,1.0,11.0,1,0.10113797973621284,0,1,0.1666666716337204,1.0
GLN3,4,1,5,1.9448798894882202,0.012380517087876797,1.957260406576097,4.0,0.391304347826087,0.4537037037037038,16.5,6,0.09813440825921069,0,3,0.0,0.8467896435096385
HAP4,1,0,1,-2.0876638889312744,0.0,-2.0876638889312744,0.0,0.0,0.0,0.0,2,0.027706252717231053,0,2,0.0,0.14599645244609097
HMO1,1,0,1,-1.0512207746505737,0.0,-1.0512207746505737,0.0,0.0,0.0,0.0,3,0.10341093071366321,0,0,0.0,0.4706534265347488
MSN2,0,3,3,0.0,2.1220464035868645,2.1220464035868645,4.0,0.4482758620689655,0.5448717948717948,0.0,4,0.017431044684144453,0,7,0.1666666716337204,0.0
SFP1,1,2,3,1.4491108655929565,-2.7874664664268494,-1.3383556008338928,4.0,0.4230769230769231,0.5075757575757577,1.5,4,0.02237020145103041,0,6,0.1666666716337204,0.0047427038647181365
STB5,1,1,2,-0.8205329179763794,-0.8205329179763794,-1.6410658359527588,0.0,0.0,0.0,0.0,5,0.11555721285857981,1,8,0.0,0.03298915922822264
SWI4,2,3,5,-1.7017710208892822,0.37601959705352783,-1.3257514238357544,5.0,0.36,0.4851851851851852,5.833333333333333,6,0.05148889099738457,0,3,0.25,0.47086783535542237
SWI5,3,2,5,-2.3255347907543182,1.9854269623756409,-0.34010782837867737,4.0,0.42857142857142855,0.5277777777777777,9.5,6,0.07597797339063286,0,3,0.1666666716337204,0.6223657847693392
YHP1,2,1,3,2.59220552444458,0.5627007484436035,3.1549062728881836,4.0,0.4090909090909091,0.4722222222222222,3.0,6,0.047173756408365644,0,3,0.3333333432674408,0.38323121984348063
YOX1,2,4,6,-2.8822264671325684,2.4358070492744446,-0.4464194178581238,4.0,0.5,0.6574074074074073,14.666666666666666,6,0.04834857446224487,0,3,0.06666667014360428,0.260716497266089
ZAP1,1,1,2,0.5868099927902222,-0.4694388210773468,0.11737117171287537,5.0,0.30303030303030304,0.37,1.5,4,0.02237020145103041,0,5,0.0,0.0047427038647181365
