id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
ACE2,1,1,2,0.018407922238111496,-2.592808961868286,-2.5744010396301746,4.0,0.36666666666666664,0.42424242424242425,3.5,4,0.01753282976145482,0,3,0.0,0.0043910131937493525
ASH1,1,0,1,0.12418510019779205,0.0,0.12418510019779205,0.0,0.0,0.0,0.0,0,0.06465732520680936,0,0,0.0,0.2655012664069438
CIN5,2,2,4,-2.785618841648102,-0.07026706635951996,-2.8558859080076218,1.0,1.0,1.0,16.0,0,0.11990592727988077,0,1,0.0,0.5957088830438912
GCR2,3,3,6,0.0842391848564148,-9.367262363433838,-9.283023178577423,3.0,0.5263157894736842,0.6166666666666667,41.166666666666664,1,0.10878006375856777,0,2,0.0,0.6361884671413697
GLN3,0,1,1,0.0,0.3845975697040558,0.3845975697040558,6.0,0.2558139534883721,0.3303030303030304,0.0,3,0.013661170888954405,0,4,0.0,0.0
HAP4,3,2,5,-2.0994151830673218,0.26008183509111404,-1.8393333479762077,4.0,0.4166666666666667,0.5083333333333333,36.0,4,0.12320915037575636,0,2,0.25,0.9209376546526253
HMO1,0,3,3,0.0,0.6035386729054153,0.6035386729054153,4.0,0.46153846153846156,0.5624999999999999,0.0,4,0.013661170888954405,0,5,0.0,0.0
MSN2,4,1,5,0.9540756563656032,-4.161631107330322,-3.207555450964719,5.0,0.3125,0.38666666666666666,21.5,3,0.06820285112907343,0,2,0.10000000149011612,0.3300261992033057
SFP1,2,2,4,0.7435799315571785,-3.037613332271576,-2.2940334007143974,3.0,0.5,0.5666666666666667,25.5,1,0.07726298207827773,0,2,0.25,0.7621241987667182
STB5,2,1,3,-3.499303698539734,-0.575853168964386,-4.07515686750412,2.0,0.6666666666666666,0.75,4.666666666666667,2,0.0887965080149945,0,1,0.0,0.7013555405121266
SWI4,2,1,3,-6.327257871627808,1.9457694292068481,-4.3814884424209595,4.0,0.35714285714285715,0.4166666666666667,2.1666666666666665,1,0.05572486069471541,0,2,0.0,0.6386282133565584
SWI5,3,3,6,-0.08417904376983643,-7.480319857597351,-7.5644989013671875,3.0,0.5,0.6,23.333333333333332,4,0.08518857434820254,0,2,0.20000000298023224,1.0
YHP1,2,3,5,-2.662770450115204,1.845544308423996,-0.8172261416912079,4.0,0.45454545454545453,0.575,25.0,4,0.09684023665561811,0,2,0.1666666716337204,0.7061731112000491
YOX1,3,4,7,-4.546138621866703,2.0744358524680138,-2.4717027693986893,4.0,0.43478260869565216,0.5666666666666667,7.166666666666666,4,0.05291523018385027,0,2,0.30000001192092896,0.7875349377605457
ZAP1,0,1,1,0.0,0.09159227460622787,0.09159227460622787,6.0,0.2558139534883721,0.3303030303030304,0.0,3,0.013661170888954405,0,6,0.0,0.0
