id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
ACE2,1,1,2,-0.09628751128911972,-2.0656492710113525,-2.1619367823004723,8.0,0.19117647058823528,0.2727106227106227,5.5,1,0.027826478237429494,0,2,0.0,0.12248934810659878
ASH1,1,0,1,-4.884282112121582,0.0,-4.884282112121582,0.0,0.0,0.0,0.0,0,0.02550017911471556,0,1,0.0,0.06502436071307549
CIN5,2,4,6,1.1592296957969666,-0.7170984968543053,0.4421311989426613,3.0,0.52,0.6153846153846154,58.0,1,0.047943037010619284,0,2,0.0,0.25210232897192403
GCR2,3,2,5,-2.5685113668441772,2.230764925479889,-0.33774644136428833,7.0,0.21311475409836064,0.2899267399267399,24.0,4,0.11556983929298054,0,2,0.25,0.7729256496715697
GLN3,0,1,1,0.0,-0.8071817755699158,-0.8071817755699158,1.0,1.0,1.0,0.0,2,0.01762333105734827,0,3,0.0,0.0
HAP4,4,0,4,-0.5209343060851097,0.0,-0.5209343060851097,0.0,0.0,0.0,0.0,3,0.10893454917028185,0,0,0.1666666716337204,0.3341593098354072
HMO1,2,3,5,-3.235568553209305,0.7448281422257423,-2.4907404109835625,4.0,0.4482758620689655,0.5448717948717948,69.5,1,0.06532557910920758,0,2,0.05000000074505806,0.4251149070051305
MSN2,2,1,3,-1.0883145332336426,1.3233249187469482,0.23501038551330566,6.0,0.24528301886792453,0.31153846153846154,9.5,4,0.04400461298193564,0,2,0.0,0.25210232897192403
SFP1,1,2,3,0.1145959123969078,-4.624538004398346,-4.509942092001438,5.0,0.28888888888888886,0.3858974358974359,41.5,4,0.08297908741106967,0,2,0.1666666716337204,0.20278264958059736
STB5,2,1,3,1.9129076600074768,0.1145959123969078,2.0275035724043846,6.0,0.24074074074074073,0.317948717948718,39.5,4,0.0769368975153121,0,2,0.0,0.454476809513325
SWI4,1,3,4,-0.18099252879619598,-6.591969221830368,-6.772961750626564,5.0,0.37142857142857144,0.4961538461538461,18.0,1,0.027826478237429494,0,2,0.0,0.12248934810659878
SWI5,4,2,6,-2.16482263058424,2.9932917281985283,0.8284690976142883,5.0,0.3023255813953488,0.3641025641025641,18.0,4,0.16007322499625765,0,2,0.3333333432674408,1.0
YHP1,1,2,3,-0.7384021878242493,1.2117538452148438,0.4733516573905945,4.0,0.35135135135135137,0.4358974358974358,38.0,3,0.05295158513082587,0,2,0.3333333432674408,0.0935145374869102
YOX1,1,2,3,0.17397843301296234,-2.8179659843444824,-2.64398755133152,4.0,0.3939393939393939,0.4743589743589744,1.0,1,0.027826478237429494,0,2,0.0,0.12248934810659878
ZAP1,3,4,7,1.4588322937488556,-1.6527284532785416,-0.19389615952968597,4.0,0.41935483870967744,0.5256410256410255,35.5,4,0.1186786946512218,0,2,0.25,0.8775106518934008
