id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
ACE2,2,0,2,0.2163737416267395,0.0,0.2163737416267395,0.0,0.0,0.0,0.0,6,0.03237447373800459,0,0,0.5,0.09065669081270528
ASH1,3,3,6,-2.4793389439582825,1.552262470126152,-0.9270764738321304,3.0,0.625,0.7666666666666666,29.0,2,0.15122323639080493,0,2,0.03333333507180214,0.6709646408484652
CIN5,1,3,4,-2.643312454223633,0.13488542288541794,-2.508427031338215,4.0,0.5,0.6547619047619049,5.0,2,0.02271929892800769,0,4,0.0833333358168602,0.045328345406352596
GCR2,1,2,3,-1.2877836227416992,-0.1761537790298462,-1.4639374017715454,4.0,0.42857142857142855,0.5138888888888888,0.0,2,0.03120376857402192,0,5,0.5,0.045328345406352596
GLN3,2,0,2,1.8759922161698341,0.0,1.8759922161698341,0.0,0.0,0.0,0.0,1,0.030350459201743403,0,3,0.0,0.09065669081270528
HAP4,2,1,3,-0.36396360397338867,0.30113205313682556,-0.06283155083656311,4.0,0.35714285714285715,0.4666666666666666,6.0,2,0.06559105985325323,0,2,0.0,0.4381049648808065
HMO1,2,1,3,-0.11712846159934998,-0.11226554214954376,-0.22939400374889374,3.0,0.4166666666666667,0.5,11.0,2,0.12947155230891672,0,2,0.0,0.5112897146805475
MSN2,1,2,3,-0.15754885971546173,-3.1723527908325195,-3.3299016505479813,3.0,0.4583333333333333,0.5303030303030304,11.0,3,0.023913675995078803,0,8,0.0,0.045328345406352596
SFP1,5,2,7,2.8087741434574127,-0.6616652011871338,2.147108942270279,3.0,0.5,0.5666666666666667,22.0,6,0.2673061218352563,0,2,0.23333333432674408,1.0
STB5,1,2,3,0.41910964250564575,3.377530559897423,3.7966402024030685,4.0,0.3611111111111111,0.4487179487179487,0.0,1,0.023913675995078803,0,9,0.5,0.045328345406352596
SWI4,3,0,3,-1.3042258471250534,0.0,-1.3042258471250534,0.0,0.0,0.0,0.0,4,0.07741315293881912,0,1,0.1666666716337204,0.48343331028715913
SWI5,1,5,6,-2.5172970294952393,-10.86067646741867,-13.37797349691391,2.0,0.6666666666666666,0.75,16.5,5,0.02810460880690898,0,7,0.03333333507180214,0.045328345406352596
YHP1,1,2,3,-4.519743919372559,1.7306537628173828,-2.789090156555176,4.0,0.4117647058823529,0.5357142857142857,2.0,6,0.02271929892800769,0,6,0.1666666716337204,0.045328345406352596
YOX1,1,4,5,3.6183230876922607,1.014070138335228,4.632393226027489,4.0,0.4482758620689655,0.5705128205128205,6.5,1,0.02810460880690898,0,9,0.0833333358168602,0.045328345406352596
ZAP1,2,1,3,-0.8390699774026871,-0.41826051473617554,-1.2573304921388626,4.0,0.35714285714285715,0.4666666666666666,6.0,0,0.06559105985325323,0,2,0.0,0.4381049648808065
