id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
ACE2,2,1,3,0.35829591751098633,2.897900104522705,3.2561960220336914,0.0,0.0,0.0,0.0,0,0.1319842299737914,0,0,0.5,0.22772393244911585
ASH1,2,2,4,-3.1959290504455566,-3.15127295255661,-6.347202003002167,3.0,0.4666666666666667,0.5714285714285714,6.0,3,0.02305325641065428,0,3,0.1666666716337204,0.06277612360020869
CIN5,4,2,6,-2.2248106598854065,-0.03199528902769089,-2.2568059489130974,2.0,0.625,0.7,20.833333333333336,2,0.036481098907845795,0,2,0.10000000149011612,0.1599539376655912
GCR2,2,4,6,2.4811323136091232,-9.043492913246155,-6.5623605996370316,3.0,0.5555555555555556,0.6666666666666666,12.333333333333332,1,0.017083334224298592,0,6,0.03333333507180214,0.010219314483260526
GLN3,3,1,4,-1.4564106930047274,0.5309637784957886,-0.9254469145089388,4.0,0.4,0.5208333333333333,10.666666666666666,2,0.10243311708669807,0,1,0.0,0.47863051760364406
HAP4,0,2,2,0.0,0.7576823960989714,0.7576823960989714,4.0,0.42857142857142855,0.5277777777777778,0.0,3,0.010000000521540639,0,7,0.0,0.0
HMO1,0,2,2,0.0,-0.26904135942459106,-0.26904135942459106,4.0,0.44,0.5227272727272726,0.0,4,0.010000000521540639,0,8,0.0,0.0
MSN2,1,1,2,-1.8559565544128418,2.1368534564971924,0.2808969020843506,5.0,0.3333333333333333,0.45666666666666667,2.0,5,0.013630209044204089,0,5,0.0,0.026186182683439637
SFP1,1,1,2,-2.0488440990448,0.49142390489578247,-1.5574201941490173,3.0,0.5,0.5833333333333333,5.5,6,0.10926009304571166,0,1,0.0,0.27205154545897997
STB5,3,2,5,-2.85420074313879,-0.11333179473876953,-2.9675325378775597,3.0,0.5714285714285714,0.7083333333333333,21.0,2,0.19895626839721092,0,1,0.0,0.8280793759449002
SWI4,3,1,4,0.43429039418697357,-2.0488440990448,-1.6145537048578262,3.0,0.4444444444444444,0.5416666666666666,14.5,2,0.11687266887888098,0,1,0.0,0.43125562142727747
SWI5,4,2,6,0.9859303198754787,-3.3068321384489536,-2.320901818573475,4.0,0.4,0.5208333333333334,5.0,5,0.18953223135164346,0,1,0.3333333432674408,1.0
YHP1,1,2,3,-6.646164417266846,-1.1369136571884155,-7.783078074455261,3.0,0.47058823529411764,0.5625,3.1666666666666665,2,0.012833334002643821,0,9,0.1666666716337204,0.005109657241630263
YOX1,0,3,3,0.0,-4.548744857311249,-4.548744857311249,4.0,0.48,0.5763888888888888,0.0,1,0.010000000521540639,0,10,0.0,0.0
ZAP1,2,2,4,-1.6803561449050903,-0.8673779964447021,-2.5477341413497925,3.0,0.47058823529411764,0.5625,9.0,3,0.01788020926585886,0,4,0.1666666716337204,0.0312958399250699
